inventory_id,record_type,screen,route,component,user_action,api_endpoint,method,server_action,service,ros_component,agent,llm_provider,db_model,external_provider,auth_required,rbac_required,tenant_check,idempotency,mock_present,error_handling,persistence,test_file,status,severity,evidence,file,line,notes
SCR-00037,screen,/admin/employers,/admin/employers,src/app/admin/employers/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/employers/page.tsx:1 — screen route /admin/employers,src/app/admin/employers/page.tsx,1,No interactive handler detected by static scan.
SCR-00038,screen,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:1 — screen route /admin/invoices,src/app/admin/invoices/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00039,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:101 — onClick handler,src/app/admin/invoices/page.tsx,101,No nearby API call detected; verify whether UI-only is intentional.
ACT-00040,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:163 — onClick handler,src/app/admin/invoices/page.tsx,163,No nearby API call detected; verify whether UI-only is intentional.
ACT-00041,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:173 — onClick handler,src/app/admin/invoices/page.tsx,173,No nearby API call detected; verify whether UI-only is intentional.
ACT-00042,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:195 — onChange handler,src/app/admin/invoices/page.tsx,195,No nearby API call detected; verify whether UI-only is intentional.
ACT-00043,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:203 — onChange handler,src/app/admin/invoices/page.tsx,203,No nearby API call detected; verify whether UI-only is intentional.
ACT-00044,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:211 — onChange handler,src/app/admin/invoices/page.tsx,211,No nearby API call detected; verify whether UI-only is intentional.
ACT-00045,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:220 — onChange handler,src/app/admin/invoices/page.tsx,220,No nearby API call detected; verify whether UI-only is intentional.
ACT-00046,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:225 — onClick handler,src/app/admin/invoices/page.tsx,225,No nearby API call detected; verify whether UI-only is intentional.
ACT-00047,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:226 — onClick handler,src/app/admin/invoices/page.tsx,226,No nearby API call detected; verify whether UI-only is intentional.
ACT-00048,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:241 — onClick handler,src/app/admin/invoices/page.tsx,241,No nearby API call detected; verify whether UI-only is intentional.
ACT-00049,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:278 — onClick handler,src/app/admin/invoices/page.tsx,278,No nearby API call detected; verify whether UI-only is intentional.
ACT-00050,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:285 — onClick handler,src/app/admin/invoices/page.tsx,285,No nearby API call detected; verify whether UI-only is intentional.
ACT-00051,user_action,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:291 — onClick handler,src/app/admin/invoices/page.tsx,291,No nearby API call detected; verify whether UI-only is intentional.
CALL-00052,frontend_api_call,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,fetch POST /api/admin/invoices,/api/admin/invoices,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:22 — frontend call POST /api/admin/invoices,src/app/admin/invoices/page.tsx,22,Must reconcile against an API endpoint row.
CALL-00053,frontend_api_call,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,fetch POST /api/admin/invoices,/api/admin/invoices,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:39 — frontend call POST /api/admin/invoices,src/app/admin/invoices/page.tsx,39,Must reconcile against an API endpoint row.
CALL-00054,frontend_api_call,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,fetch POST /api/admin/invoices,/api/admin/invoices,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:57 — frontend call POST /api/admin/invoices,src/app/admin/invoices/page.tsx,57,Must reconcile against an API endpoint row.
CALL-00055,frontend_api_call,/admin/invoices,/admin/invoices,src/app/admin/invoices/page.tsx,fetch POST /api/admin/invoices,/api/admin/invoices,POST,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/invoices/page.tsx:73 — frontend call POST /api/admin/invoices,src/app/admin/invoices/page.tsx,73,Must reconcile against an API endpoint row.
SCR-00056,screen,/admin/jobs,/admin/jobs,src/app/admin/jobs/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/jobs/page.tsx:1 — screen route /admin/jobs,src/app/admin/jobs/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00057,user_action,/admin/jobs,/admin/jobs,src/app/admin/jobs/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/jobs/page.tsx:111 — onClick handler,src/app/admin/jobs/page.tsx,111,No nearby API call detected; verify whether UI-only is intentional.
ACT-00058,user_action,/admin/jobs,/admin/jobs,src/app/admin/jobs/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/jobs/page.tsx:160 — onClick handler,src/app/admin/jobs/page.tsx,160,No nearby API call detected; verify whether UI-only is intentional.
ACT-00059,user_action,/admin/jobs,/admin/jobs,src/app/admin/jobs/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/jobs/page.tsx:217 — onClick handler,src/app/admin/jobs/page.tsx,217,No nearby API call detected; verify whether UI-only is intentional.
ACT-00060,user_action,/admin/jobs,/admin/jobs,src/app/admin/jobs/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/jobs/page.tsx:243 — onClick handler,src/app/admin/jobs/page.tsx,243,No nearby API call detected; verify whether UI-only is intentional.
ACT-00061,user_action,/admin/jobs,/admin/jobs,src/app/admin/jobs/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/jobs/page.tsx:251 — onClick handler,src/app/admin/jobs/page.tsx,251,No nearby API call detected; verify whether UI-only is intentional.
SCR-00062,screen,/admin/licenses/allocator,/admin/licenses/allocator,src/app/admin/licenses/allocator/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/licenses/allocator/page.tsx:1 — screen route /admin/licenses/allocator,src/app/admin/licenses/allocator/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00063,user_action,/admin/licenses/allocator,/admin/licenses/allocator,src/app/admin/licenses/allocator/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/licenses/allocator/page.tsx:49 — onClick handler,src/app/admin/licenses/allocator/page.tsx,49,No nearby API call detected; verify whether UI-only is intentional.
SCR-00064,screen,/admin/login,/admin/login,src/app/admin/login/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/login/page.tsx:1 — screen route /admin/login,src/app/admin/login/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00065,user_action,/admin/login,/admin/login,src/app/admin/login/page.tsx,onSubmit handler,,,,,,,,,,yes,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/login/page.tsx:77 — onSubmit handler,src/app/admin/login/page.tsx,77,No nearby API call detected; verify whether UI-only is intentional.
ACT-00066,user_action,/admin/login,/admin/login,src/app/admin/login/page.tsx,onChange handler,,,,,,,,,,yes,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/login/page.tsx:91 — onChange handler,src/app/admin/login/page.tsx,91,No nearby API call detected; verify whether UI-only is intentional.
ACT-00067,user_action,/admin/login,/admin/login,src/app/admin/login/page.tsx,onChange handler,,,,,,,,,,yes,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/login/page.tsx:114 — onChange handler,src/app/admin/login/page.tsx,114,No nearby API call detected; verify whether UI-only is intentional.
ACT-00068,user_action,/admin/login,/admin/login,src/app/admin/login/page.tsx,onClick handler,,,,,,,,,,yes,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/login/page.tsx:121 — onClick handler,src/app/admin/login/page.tsx,121,No nearby API call detected; verify whether UI-only is intentional.
CALL-00069,frontend_api_call,/admin/login,/admin/login,src/app/admin/login/page.tsx,fetch POST /api/auth/login,/api/auth/login,POST,,,,,,,,yes,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/login/page.tsx:24 — frontend call POST /api/auth/login,src/app/admin/login/page.tsx,24,Must reconcile against an API endpoint row.
SCR-00070,screen,/admin/logs/stream,/admin/logs/stream,src/app/admin/logs/stream/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,false,none/unknown,,GREEN,LOW,src/app/admin/logs/stream/page.tsx:1 — screen route /admin/logs/stream,src/app/admin/logs/stream/page.tsx,1,No interactive handler detected by static scan.
SCR-00071,screen,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,Screen render,,,,,,,,,,yes,yes,unknown,unknown,false,true,none/unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:1 — screen route /admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,1,Interactive handlers detected; action-level rows follow.
ACT-00072,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,undefined handler,,,,,,,,,,unknown,yes,unknown,unknown,false,true,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:126 — undefined handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,126,No nearby API call detected; verify whether UI-only is intentional.
ACT-00073,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,onClick handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:142 — onClick handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,142,No nearby API call detected; verify whether UI-only is intentional.
ACT-00074,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:164 — onChange handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,164,No nearby API call detected; verify whether UI-only is intentional.
ACT-00075,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:168 — onChange handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,168,No nearby API call detected; verify whether UI-only is intentional.
ACT-00076,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:172 — onChange handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,172,No nearby API call detected; verify whether UI-only is intentional.
ACT-00077,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:176 — onChange handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,176,No nearby API call detected; verify whether UI-only is intentional.
ACT-00078,user_action,/admin/managed-hiring/agreements/builder,/admin/managed-hiring/agreements/builder,src/app/admin/managed-hiring/agreements/builder/page.tsx,onChange handler,,,,,,,,,,unknown,yes,unknown,unknown,false,false,unknown,,GREEN,LOW,src/app/admin/managed-hiring/agreements/builder/page.tsx:192 — onChange handler,src/app/admin/managed-hiring/agreements/builder/page.tsx,192,No nearby API call detected; verify whether UI-only is intentional.
